,Date,Open,High,Low,Close,Volume
0,20230704 03:30:00 Asia/Calcutta,4492.0,4492.0,4487.0,4489.0,428
1,20230704 03:31:00 Asia/Calcutta,4489.25,4489.25,4488.5,4488.75,135
2,20230704 03:32:00 Asia/Calcutta,4488.75,4489.5,4488.5,4489.25,96
3,20230704 03:33:00 Asia/Calcutta,4489.0,4489.25,4488.75,4489.0,46
4,20230704 03:34:00 Asia/Calcutta,4489.0,4489.0,4488.5,4488.5,58
5,20230704 03:35:00 Asia/Calcutta,4488.75,4488.75,4488.0,4488.25,112
6,20230704 03:36:00 Asia/Calcutta,4488.0,4488.75,4488.0,4488.75,50
7,20230704 03:37:00 Asia/Calcutta,4488.5,4488.5,4488.25,4488.25,14
8,20230704 03:38:00 Asia/Calcutta,4488.25,4488.25,4488.25,4488.25,8
9,20230704 03:39:00 Asia/Calcutta,4488.5,4488.75,4488.5,4488.5,25
10,20230704 03:40:00 Asia/Calcutta,4488.5,4488.5,4487.75,4487.75,129
11,20230704 03:41:00 Asia/Calcutta,4488.0,4488.25,4487.75,4488.0,66
12,20230704 03:42:00 Asia/Calcutta,4488.0,4488.5,4488.0,4488.25,29
13,20230704 03:43:00 Asia/Calcutta,4488.25,4488.5,4488.25,4488.5,2
14,20230704 03:44:00 Asia/Calcutta,4488.25,4488.5,4488.25,4488.5,6
15,20230704 03:45:00 Asia/Calcutta,4488.5,4488.5,4488.5,4488.5,7
16,20230704 03:46:00 Asia/Calcutta,4488.25,4488.5,4488.25,4488.25,25
17,20230704 03:47:00 Asia/Calcutta,4488.5,4489.0,4488.5,4488.75,64
18,20230704 03:48:00 Asia/Calcutta,4488.75,4489.0,4488.5,4489.0,49
19,20230704 03:49:00 Asia/Calcutta,4488.75,4488.75,4488.25,4488.75,68
20,20230704 03:50:00 Asia/Calcutta,4488.75,4488.75,4488.5,4488.5,61
21,20230704 03:51:00 Asia/Calcutta,4488.5,4488.75,4488.5,4488.5,39
22,20230704 03:52:00 Asia/Calcutta,4488.75,4489.25,4488.5,4489.0,192
23,20230704 03:53:00 Asia/Calcutta,4489.0,4489.0,4489.0,4489.0,10
24,20230704 03:54:00 Asia/Calcutta,4489.25,4489.25,4489.25,4489.25,13
25,20230704 03:55:00 Asia/Calcutta,4489.25,4489.25,4489.0,4489.25,46
26,20230704 03:56:00 Asia/Calcutta,4489.25,4489.25,4489.25,4489.25,1
27,20230704 03:57:00 Asia/Calcutta,4489.25,4489.25,4489.25,4489.25,3
28,20230704 03:58:00 Asia/Calcutta,4489.25,4489.5,4489.0,4489.25,21
29,20230704 03:59:00 Asia/Calcutta,4489.0,4489.0,4489.0,4489.0,6
30,20230704 04:00:00 Asia/Calcutta,4489.25,4489.25,4488.75,4489.25,46
31,20230704 04:01:00 Asia/Calcutta,4489.0,4489.0,4489.0,4489.0,17
32,20230704 04:02:00 Asia/Calcutta,4489.0,4489.0,4489.0,4489.0,2
33,20230704 04:03:00 Asia/Calcutta,4489.0,4489.5,4489.0,4489.0,83
34,20230704 04:04:00 Asia/Calcutta,4489.0,4489.25,4489.0,4489.0,45
35,20230704 04:05:00 Asia/Calcutta,4489.0,4489.5,4489.0,4489.25,50
36,20230704 04:06:00 Asia/Calcutta,4489.5,4489.5,4489.25,4489.25,28
37,20230704 04:07:00 Asia/Calcutta,4489.25,4489.5,4489.25,4489.5,26
38,20230704 04:08:00 Asia/Calcutta,4489.5,4489.5,4489.5,4489.5,2
39,20230704 04:09:00 Asia/Calcutta,4489.5,4489.5,4489.5,4489.5,1
40,20230704 04:10:00 Asia/Calcutta,4489.25,4489.25,4489.25,4489.25,5
41,20230704 04:11:00 Asia/Calcutta,4489.25,4489.25,4489.0,4489.0,21
42,20230704 04:12:00 Asia/Calcutta,4489.0,4489.0,4489.0,4489.0,3
43,20230704 04:13:00 Asia/Calcutta,4489.25,4489.25,4489.0,4489.25,17
44,20230704 04:14:00 Asia/Calcutta,4489.25,4489.25,4489.25,4489.25,9
45,20230704 04:15:00 Asia/Calcutta,4489.25,4489.25,4489.25,4489.25,2
46,20230704 04:16:00 Asia/Calcutta,4489.5,4489.5,4489.5,4489.5,2
47,20230704 04:17:00 Asia/Calcutta,4489.5,4489.5,4489.25,4489.25,3
48,20230704 04:18:00 Asia/Calcutta,4489.25,4489.25,4489.25,4489.25,8
49,20230704 04:19:00 Asia/Calcutta,4489.25,4489.25,4489.25,4489.25,0
50,20230704 04:20:00 Asia/Calcutta,4489.25,4489.25,4489.25,4489.25,12
51,20230704 04:21:00 Asia/Calcutta,4489.25,4489.25,4489.25,4489.25,25
52,20230704 04:22:00 Asia/Calcutta,4489.25,4489.25,4489.25,4489.25,11
53,20230704 04:23:00 Asia/Calcutta,4489.0,4489.0,4488.75,4488.75,15
54,20230704 04:24:00 Asia/Calcutta,4489.0,4489.25,4489.0,4489.25,32
55,20230704 04:25:00 Asia/Calcutta,4489.5,4489.5,4489.25,4489.25,3
56,20230704 04:26:00 Asia/Calcutta,4489.5,4489.5,4489.5,4489.5,1
57,20230704 04:27:00 Asia/Calcutta,4489.5,4489.5,4489.5,4489.5,0
58,20230704 04:28:00 Asia/Calcutta,4489.25,4489.5,4489.25,4489.25,5
59,20230704 04:29:00 Asia/Calcutta,4489.25,4489.25,4489.25,4489.25,1
60,20230704 04:30:00 Asia/Calcutta,4489.25,4489.5,4489.25,4489.25,42
61,20230704 04:31:00 Asia/Calcutta,4489.0,4489.25,4489.0,4489.25,7
62,20230704 04:32:00 Asia/Calcutta,4489.25,4489.25,4489.25,4489.25,3
63,20230704 04:33:00 Asia/Calcutta,4489.25,4489.25,4489.25,4489.25,1
64,20230704 04:34:00 Asia/Calcutta,4489.25,4489.25,4489.25,4489.25,1
65,20230704 04:35:00 Asia/Calcutta,4489.5,4489.5,4489.25,4489.25,10
66,20230704 04:36:00 Asia/Calcutta,4489.5,4489.75,4489.5,4489.75,92
67,20230704 04:37:00 Asia/Calcutta,4489.75,4489.75,4489.5,4489.5,3
68,20230704 04:38:00 Asia/Calcutta,4489.5,4489.5,4489.5,4489.5,2
69,20230704 04:39:00 Asia/Calcutta,4489.5,4489.5,4489.5,4489.5,0
70,20230704 04:40:00 Asia/Calcutta,4489.5,4489.5,4489.5,4489.5,36
71,20230704 04:41:00 Asia/Calcutta,4489.5,4489.5,4489.5,4489.5,0
72,20230704 04:42:00 Asia/Calcutta,4489.5,4490.0,4489.5,4489.75,97
73,20230704 04:43:00 Asia/Calcutta,4489.75,4489.75,4489.75,4489.75,0
74,20230704 04:44:00 Asia/Calcutta,4490.0,4490.0,4489.75,4489.75,4
75,20230704 04:45:00 Asia/Calcutta,4490.0,4490.0,4489.5,4490.0,58
76,20230704 04:46:00 Asia/Calcutta,4490.0,4490.0,4490.0,4490.0,3
77,20230704 04:47:00 Asia/Calcutta,4490.0,4490.0,4490.0,4490.0,4
78,20230704 04:48:00 Asia/Calcutta,4490.0,4490.25,4490.0,4490.0,23
79,20230704 04:49:00 Asia/Calcutta,4490.25,4490.25,4490.0,4490.0,32
80,20230704 04:50:00 Asia/Calcutta,4490.0,4490.0,4490.0,4490.0,0
81,20230704 04:51:00 Asia/Calcutta,4490.0,4490.0,4490.0,4490.0,6
82,20230704 04:52:00 Asia/Calcutta,4490.25,4490.25,4490.25,4490.25,30
83,20230704 04:53:00 Asia/Calcutta,4490.25,4490.25,4489.75,4489.75,44
84,20230704 04:54:00 Asia/Calcutta,4490.0,4490.0,4489.75,4490.0,31
85,20230704 04:55:00 Asia/Calcutta,4490.0,4490.0,4490.0,4490.0,10
86,20230704 04:56:00 Asia/Calcutta,4490.0,4490.0,4490.0,4490.0,9
87,20230704 04:57:00 Asia/Calcutta,4490.0,4490.0,4490.0,4490.0,0
88,20230704 04:58:00 Asia/Calcutta,4489.75,4489.75,4489.75,4489.75,1
89,20230704 04:59:00 Asia/Calcutta,4489.75,4490.0,4489.75,4490.0,8
90,20230704 05:00:00 Asia/Calcutta,4489.75,4489.75,4489.25,4489.5,156
91,20230704 05:01:00 Asia/Calcutta,4489.5,4489.5,4489.5,4489.5,9
92,20230704 05:02:00 Asia/Calcutta,4489.25,4489.25,4489.0,4489.0,29
93,20230704 05:03:00 Asia/Calcutta,4489.0,4489.0,4488.75,4488.75,30
94,20230704 05:04:00 Asia/Calcutta,4488.75,4488.75,4488.75,4488.75,1
95,20230704 05:05:00 Asia/Calcutta,4488.75,4488.75,4488.75,4488.75,3
96,20230704 05:06:00 Asia/Calcutta,4489.0,4489.0,4489.0,4489.0,3
97,20230704 05:07:00 Asia/Calcutta,4488.75,4489.25,4488.75,4489.25,33
98,20230704 05:08:00 Asia/Calcutta,4489.0,4489.0,4488.75,4488.75,9
99,20230704 05:09:00 Asia/Calcutta,4489.0,4489.0,4489.0,4489.0,2
100,20230704 05:10:00 Asia/Calcutta,4489.0,4489.0,4488.75,4489.0,12
101,20230704 05:11:00 Asia/Calcutta,4489.0,4489.0,4489.0,4489.0,1
102,20230704 05:12:00 Asia/Calcutta,4489.25,4489.25,4489.0,4489.25,30
103,20230704 05:13:00 Asia/Calcutta,4489.25,4489.25,4489.25,4489.25,4
104,20230704 05:14:00 Asia/Calcutta,4489.25,4489.25,4489.25,4489.25,4
105,20230704 05:15:00 Asia/Calcutta,4489.25,4489.25,4489.0,4489.0,7
106,20230704 05:16:00 Asia/Calcutta,4489.0,4489.0,4488.75,4488.75,92
107,20230704 05:17:00 Asia/Calcutta,4488.75,4488.75,4488.25,4488.5,107
108,20230704 05:18:00 Asia/Calcutta,4488.75,4488.75,4488.25,4488.5,37
109,20230704 05:19:00 Asia/Calcutta,4488.25,4488.25,4487.75,4487.75,108
110,20230704 05:20:00 Asia/Calcutta,4487.75,4488.0,4487.75,4487.75,65
111,20230704 05:21:00 Asia/Calcutta,4487.75,4488.0,4487.5,4488.0,27
112,20230704 05:22:00 Asia/Calcutta,4487.75,4488.0,4487.75,4488.0,10
113,20230704 05:23:00 Asia/Calcutta,4487.75,4488.0,4487.75,4487.75,59
114,20230704 05:24:00 Asia/Calcutta,4487.5,4487.75,4487.25,4487.5,87
115,20230704 05:25:00 Asia/Calcutta,4487.5,4487.5,4487.25,4487.5,49
116,20230704 05:26:00 Asia/Calcutta,4487.25,4487.5,4487.25,4487.5,21
117,20230704 05:27:00 Asia/Calcutta,4487.5,4487.75,4487.25,4487.5,60
118,20230704 05:28:00 Asia/Calcutta,4487.5,4488.0,4487.5,4487.75,63
119,20230704 05:29:00 Asia/Calcutta,4488.0,4488.0,4488.0,4488.0,15
120,20230704 05:30:00 Asia/Calcutta,4488.0,4488.0,4487.0,4487.5,271
121,20230704 05:31:00 Asia/Calcutta,4487.5,4487.5,4487.0,4487.5,116
122,20230704 05:32:00 Asia/Calcutta,4487.5,4488.0,4487.5,4487.75,174
123,20230704 05:33:00 Asia/Calcutta,4487.75,4488.5,4487.75,4488.25,43
124,20230704 05:34:00 Asia/Calcutta,4488.25,4489.0,4488.25,4488.5,86
125,20230704 05:35:00 Asia/Calcutta,4488.5,4488.75,4488.5,4488.5,25
126,20230704 05:36:00 Asia/Calcutta,4488.5,4488.75,4488.5,4488.5,71
127,20230704 05:37:00 Asia/Calcutta,4488.75,4488.75,4488.5,4488.75,34
128,20230704 05:38:00 Asia/Calcutta,4488.75,4489.5,4488.75,4489.5,62
129,20230704 05:39:00 Asia/Calcutta,4489.5,4489.75,4489.25,4489.75,124
130,20230704 05:40:00 Asia/Calcutta,4489.5,4489.75,4489.25,4489.5,124
131,20230704 05:41:00 Asia/Calcutta,4489.75,4490.0,4489.75,4490.0,42
132,20230704 05:42:00 Asia/Calcutta,4489.75,4490.0,4489.75,4489.75,43
133,20230704 05:43:00 Asia/Calcutta,4490.0,4490.5,4490.0,4490.0,119
134,20230704 05:44:00 Asia/Calcutta,4490.25,4490.5,4490.0,4490.5,73
135,20230704 05:45:00 Asia/Calcutta,4490.5,4490.5,4490.0,4490.25,104
136,20230704 05:46:00 Asia/Calcutta,4490.0,4490.0,4489.75,4490.0,38
137,20230704 05:47:00 Asia/Calcutta,4490.0,4490.5,4489.75,4490.25,78
138,20230704 05:48:00 Asia/Calcutta,4490.25,4490.25,4490.0,4490.25,45
139,20230704 05:49:00 Asia/Calcutta,4490.0,4490.5,4489.75,4490.25,98
140,20230704 05:50:00 Asia/Calcutta,4490.5,4490.5,4490.25,4490.5,123
141,20230704 05:51:00 Asia/Calcutta,4490.75,4491.25,4490.75,4491.0,130
142,20230704 05:52:00 Asia/Calcutta,4491.0,4491.25,4491.0,4491.0,95
143,20230704 05:53:00 Asia/Calcutta,4491.0,4491.0,4490.75,4491.0,64
144,20230704 05:54:00 Asia/Calcutta,4491.0,4491.0,4490.75,4490.75,33
145,20230704 05:55:00 Asia/Calcutta,4490.75,4491.0,4490.75,4491.0,23
146,20230704 05:56:00 Asia/Calcutta,4491.0,4491.0,4490.75,4490.75,35
147,20230704 05:57:00 Asia/Calcutta,4490.5,4490.5,4490.25,4490.25,56
148,20230704 05:58:00 Asia/Calcutta,4490.25,4490.5,4490.25,4490.5,27
149,20230704 05:59:00 Asia/Calcutta,4490.5,4490.75,4490.5,4490.75,13
150,20230704 06:00:00 Asia/Calcutta,4490.75,4490.75,4490.5,4490.75,15
151,20230704 06:01:00 Asia/Calcutta,4490.75,4490.75,4490.5,4490.5,37
152,20230704 06:02:00 Asia/Calcutta,4490.75,4490.75,4490.75,4490.75,18
153,20230704 06:03:00 Asia/Calcutta,4490.75,4491.0,4490.75,4490.75,38
154,20230704 06:04:00 Asia/Calcutta,4490.75,4490.75,4490.75,4490.75,33
155,20230704 06:05:00 Asia/Calcutta,4490.5,4490.75,4490.5,4490.75,75
156,20230704 06:06:00 Asia/Calcutta,4490.5,4491.25,4490.5,4491.25,30
157,20230704 06:07:00 Asia/Calcutta,4491.25,4491.25,4490.75,4491.0,37
158,20230704 06:08:00 Asia/Calcutta,4490.75,4490.75,4490.5,4490.75,46
159,20230704 06:09:00 Asia/Calcutta,4490.5,4490.75,4490.5,4490.75,32
160,20230704 06:10:00 Asia/Calcutta,4490.75,4490.75,4490.25,4490.25,34
161,20230704 06:11:00 Asia/Calcutta,4490.5,4490.75,4490.5,4490.5,19
162,20230704 06:12:00 Asia/Calcutta,4490.5,4490.5,4490.25,4490.25,21
163,20230704 06:13:00 Asia/Calcutta,4490.25,4490.25,4490.25,4490.25,7
164,20230704 06:14:00 Asia/Calcutta,4490.25,4490.25,4490.0,4490.0,68
165,20230704 06:15:00 Asia/Calcutta,4490.0,4490.25,4489.75,4490.25,34
166,20230704 06:16:00 Asia/Calcutta,4490.25,4490.25,4490.0,4490.0,21
167,20230704 06:17:00 Asia/Calcutta,4490.0,4490.5,4490.0,4490.5,63
168,20230704 06:18:00 Asia/Calcutta,4490.5,4490.5,4490.25,4490.5,8
169,20230704 06:19:00 Asia/Calcutta,4490.25,4490.25,4490.25,4490.25,17
170,20230704 06:20:00 Asia/Calcutta,4490.25,4490.25,4490.25,4490.25,14
171,20230704 06:21:00 Asia/Calcutta,4490.5,4490.5,4490.5,4490.5,5
172,20230704 06:22:00 Asia/Calcutta,4490.5,4490.75,4490.5,4490.5,32
173,20230704 06:23:00 Asia/Calcutta,4490.5,4490.5,4490.25,4490.25,25
174,20230704 06:24:00 Asia/Calcutta,4490.25,4490.5,4490.25,4490.5,91
175,20230704 06:25:00 Asia/Calcutta,4490.5,4490.5,4490.5,4490.5,1
176,20230704 06:26:00 Asia/Calcutta,4490.5,4490.5,4490.25,4490.25,2
177,20230704 06:27:00 Asia/Calcutta,4490.25,4490.25,4489.75,4490.0,56
178,20230704 06:28:00 Asia/Calcutta,4490.25,4490.25,4490.25,4490.25,5
179,20230704 06:29:00 Asia/Calcutta,4490.5,4490.5,4490.0,4490.25,29
180,20230704 06:30:00 Asia/Calcutta,4490.25,4490.5,4490.0,4490.0,35
181,20230704 06:31:00 Asia/Calcutta,4490.0,4490.0,4489.75,4490.0,22
182,20230704 06:32:00 Asia/Calcutta,4490.0,4490.5,4490.0,4490.5,14
183,20230704 06:33:00 Asia/Calcutta,4490.5,4490.5,4490.0,4490.25,25
184,20230704 06:34:00 Asia/Calcutta,4490.25,4490.5,4490.25,4490.25,24
185,20230704 06:35:00 Asia/Calcutta,4490.0,4490.5,4490.0,4490.0,41
186,20230704 06:36:00 Asia/Calcutta,4490.0,4490.25,4490.0,4490.25,18
187,20230704 06:37:00 Asia/Calcutta,4490.25,4490.25,4490.0,4490.0,27
188,20230704 06:38:00 Asia/Calcutta,4490.0,4490.0,4490.0,4490.0,15
189,20230704 06:39:00 Asia/Calcutta,4490.0,4490.25,4490.0,4490.0,14
190,20230704 06:40:00 Asia/Calcutta,4490.25,4490.5,4490.25,4490.5,21
191,20230704 06:41:00 Asia/Calcutta,4490.5,4490.5,4490.25,4490.5,55
192,20230704 06:42:00 Asia/Calcutta,4490.5,4490.5,4490.0,4490.0,24
193,20230704 06:43:00 Asia/Calcutta,4490.0,4490.25,4490.0,4490.0,14
194,20230704 06:44:00 Asia/Calcutta,4490.25,4490.25,4490.0,4490.0,34
195,20230704 06:45:00 Asia/Calcutta,4490.0,4490.75,4489.75,4490.25,145
196,20230704 06:46:00 Asia/Calcutta,4490.0,4490.5,4490.0,4490.0,43
197,20230704 06:47:00 Asia/Calcutta,4490.0,4490.25,4490.0,4490.25,36
198,20230704 06:48:00 Asia/Calcutta,4490.5,4490.75,4490.5,4490.75,41
199,20230704 06:49:00 Asia/Calcutta,4490.5,4490.5,4490.5,4490.5,4
200,20230704 06:50:00 Asia/Calcutta,4490.5,4490.75,4490.5,4490.75,37
201,20230704 06:51:00 Asia/Calcutta,4490.5,4490.75,4490.5,4490.5,26
202,20230704 06:52:00 Asia/Calcutta,4490.5,4490.5,4490.25,4490.25,34
203,20230704 06:53:00 Asia/Calcutta,4490.25,4490.25,4490.25,4490.25,11
204,20230704 06:54:00 Asia/Calcutta,4490.0,4490.25,4489.75,4490.0,28
205,20230704 06:55:00 Asia/Calcutta,4490.0,4490.25,4489.75,4490.0,33
206,20230704 06:56:00 Asia/Calcutta,4490.0,4490.0,4490.0,4490.0,0
207,20230704 06:57:00 Asia/Calcutta,4489.75,4489.75,4489.5,4489.5,51
208,20230704 06:58:00 Asia/Calcutta,4489.75,4490.0,4489.75,4490.0,42
209,20230704 06:59:00 Asia/Calcutta,4489.75,4490.0,4489.5,4489.5,57
210,20230704 07:00:00 Asia/Calcutta,4489.75,4489.75,4489.0,4489.25,107
211,20230704 07:01:00 Asia/Calcutta,4489.25,4489.25,4489.0,4489.0,76
212,20230704 07:02:00 Asia/Calcutta,4489.0,4489.5,4489.0,4489.5,201
213,20230704 07:03:00 Asia/Calcutta,4489.5,4489.5,4489.25,4489.25,39
214,20230704 07:04:00 Asia/Calcutta,4489.0,4489.0,4488.5,4488.5,80
215,20230704 07:05:00 Asia/Calcutta,4488.5,4489.0,4488.5,4488.75,76
216,20230704 07:06:00 Asia/Calcutta,4489.0,4489.0,4488.5,4488.75,35
217,20230704 07:07:00 Asia/Calcutta,4488.75,4488.75,4488.25,4488.5,66
218,20230704 07:08:00 Asia/Calcutta,4488.5,4488.5,4488.5,4488.5,46
219,20230704 07:09:00 Asia/Calcutta,4488.75,4489.0,4488.75,4488.75,32
220,20230704 07:10:00 Asia/Calcutta,4488.75,4489.25,4488.75,4489.0,24
221,20230704 07:11:00 Asia/Calcutta,4489.0,4489.25,4489.0,4489.25,45
222,20230704 07:12:00 Asia/Calcutta,4489.25,4489.5,4489.25,4489.5,17
223,20230704 07:13:00 Asia/Calcutta,4489.25,4489.5,4489.25,4489.5,30
224,20230704 07:14:00 Asia/Calcutta,4489.5,4489.5,4489.5,4489.5,24
225,20230704 07:15:00 Asia/Calcutta,4489.5,4489.75,4489.5,4489.5,22
226,20230704 07:16:00 Asia/Calcutta,4489.25,4489.5,4489.25,4489.5,7
227,20230704 07:17:00 Asia/Calcutta,4489.5,4489.5,4489.25,4489.5,20
228,20230704 07:18:00 Asia/Calcutta,4489.75,4490.0,4489.75,4490.0,30
229,20230704 07:19:00 Asia/Calcutta,4490.0,4490.75,4490.0,4490.75,170
230,20230704 07:20:00 Asia/Calcutta,4490.75,4490.75,4490.5,4490.5,28
231,20230704 07:21:00 Asia/Calcutta,4490.5,4490.75,4490.25,4490.5,45
232,20230704 07:22:00 Asia/Calcutta,4490.5,4490.75,4490.5,4490.5,19
233,20230704 07:23:00 Asia/Calcutta,4490.25,4490.5,4490.25,4490.25,28
234,20230704 07:24:00 Asia/Calcutta,4490.5,4490.5,4490.25,4490.25,25
235,20230704 07:25:00 Asia/Calcutta,4490.5,4490.5,4490.25,4490.5,26
236,20230704 07:26:00 Asia/Calcutta,4490.75,4491.0,4490.75,4491.0,53
237,20230704 07:27:00 Asia/Calcutta,4491.0,4491.25,4490.75,4491.25,46
238,20230704 07:28:00 Asia/Calcutta,4491.25,4491.5,4491.25,4491.5,41
239,20230704 07:29:00 Asia/Calcutta,4491.5,4491.5,4491.0,4491.25,28
240,20230704 07:30:00 Asia/Calcutta,4491.25,4491.25,4491.0,4491.25,81
241,20230704 07:31:00 Asia/Calcutta,4491.0,4491.0,4491.0,4491.0,20
242,20230704 07:32:00 Asia/Calcutta,4490.75,4491.25,4490.75,4491.25,124
243,20230704 07:33:00 Asia/Calcutta,4491.5,4491.5,4490.75,4490.75,30
244,20230704 07:34:00 Asia/Calcutta,4490.75,4490.75,4490.75,4490.75,38
245,20230704 07:35:00 Asia/Calcutta,4490.5,4490.5,4490.25,4490.25,71
246,20230704 07:36:00 Asia/Calcutta,4490.25,4490.25,4490.0,4490.0,21
247,20230704 07:37:00 Asia/Calcutta,4490.0,4490.0,4490.0,4490.0,59
248,20230704 07:38:00 Asia/Calcutta,4490.0,4490.0,4490.0,4490.0,31
249,20230704 07:39:00 Asia/Calcutta,4490.0,4490.25,4490.0,4490.25,19
250,20230704 07:40:00 Asia/Calcutta,4490.0,4490.0,4489.5,4489.5,51
251,20230704 07:41:00 Asia/Calcutta,4489.5,4489.75,4489.5,4489.75,44
252,20230704 07:42:00 Asia/Calcutta,4489.5,4489.5,4489.25,4489.5,46
253,20230704 07:43:00 Asia/Calcutta,4489.5,4489.5,4489.5,4489.5,57
254,20230704 07:44:00 Asia/Calcutta,4489.5,4489.5,4489.5,4489.5,54
255,20230704 07:45:00 Asia/Calcutta,4489.5,4489.75,4489.5,4489.5,49
256,20230704 07:46:00 Asia/Calcutta,4489.5,4489.75,4489.5,4489.75,17
257,20230704 07:47:00 Asia/Calcutta,4489.75,4490.0,4489.75,4490.0,24
258,20230704 07:48:00 Asia/Calcutta,4490.25,4490.25,4490.0,4490.25,30
259,20230704 07:49:00 Asia/Calcutta,4490.0,4490.0,4490.0,4490.0,13
260,20230704 07:50:00 Asia/Calcutta,4489.75,4490.0,4489.75,4490.0,29
261,20230704 07:51:00 Asia/Calcutta,4490.0,4490.5,4490.0,4490.25,38
262,20230704 07:52:00 Asia/Calcutta,4490.25,4490.5,4490.25,4490.5,22
263,20230704 07:53:00 Asia/Calcutta,4490.25,4490.25,4490.25,4490.25,11
264,20230704 07:54:00 Asia/Calcutta,4490.25,4490.25,4490.0,4490.0,29
265,20230704 07:55:00 Asia/Calcutta,4490.0,4490.0,4490.0,4490.0,0
266,20230704 07:56:00 Asia/Calcutta,4490.25,4490.25,4489.75,4490.0,22
267,20230704 07:57:00 Asia/Calcutta,4490.25,4490.25,4490.25,4490.25,15
268,20230704 07:58:00 Asia/Calcutta,4490.25,4490.25,4490.0,4490.0,26
269,20230704 07:59:00 Asia/Calcutta,4490.0,4490.25,4490.0,4490.25,14
270,20230704 08:00:00 Asia/Calcutta,4490.0,4490.0,4489.75,4489.75,21
271,20230704 08:01:00 Asia/Calcutta,4490.0,4490.0,4489.5,4489.5,12
272,20230704 08:02:00 Asia/Calcutta,4489.75,4490.0,4489.75,4490.0,20
273,20230704 08:03:00 Asia/Calcutta,4490.0,4490.25,4490.0,4490.25,24
274,20230704 08:04:00 Asia/Calcutta,4490.25,4490.5,4490.25,4490.5,45
275,20230704 08:05:00 Asia/Calcutta,4490.25,4490.25,4490.25,4490.25,6
276,20230704 08:06:00 Asia/Calcutta,4490.25,4490.25,4490.25,4490.25,21
277,20230704 08:07:00 Asia/Calcutta,4490.25,4490.25,4490.25,4490.25,0
278,20230704 08:08:00 Asia/Calcutta,4490.25,4490.5,4490.25,4490.5,19
279,20230704 08:09:00 Asia/Calcutta,4490.25,4490.25,4490.0,4490.0,7
280,20230704 08:10:00 Asia/Calcutta,4490.0,4490.0,4490.0,4490.0,22
281,20230704 08:11:00 Asia/Calcutta,4490.0,4490.0,4489.75,4490.0,24
282,20230704 08:12:00 Asia/Calcutta,4490.0,4490.25,4490.0,4490.25,16
283,20230704 08:13:00 Asia/Calcutta,4490.5,4490.5,4490.25,4490.25,3
284,20230704 08:14:00 Asia/Calcutta,4490.25,4490.25,4490.25,4490.25,2
285,20230704 08:15:00 Asia/Calcutta,4490.25,4490.25,4490.0,4490.0,11
286,20230704 08:16:00 Asia/Calcutta,4490.0,4490.0,4490.0,4490.0,29
287,20230704 08:17:00 Asia/Calcutta,4490.0,4490.0,4490.0,4490.0,20
288,20230704 08:18:00 Asia/Calcutta,4490.0,4490.0,4490.0,4490.0,6
289,20230704 08:19:00 Asia/Calcutta,4490.0,4490.25,4490.0,4490.0,18
290,20230704 08:20:00 Asia/Calcutta,4490.0,4490.0,4490.0,4490.0,2
291,20230704 08:21:00 Asia/Calcutta,4490.0,4490.0,4489.75,4489.75,3
292,20230704 08:22:00 Asia/Calcutta,4490.0,4490.0,4489.75,4490.0,10
293,20230704 08:23:00 Asia/Calcutta,4490.0,4490.25,4490.0,4490.25,9
294,20230704 08:24:00 Asia/Calcutta,4490.25,4490.25,4490.25,4490.25,1
295,20230704 08:25:00 Asia/Calcutta,4490.0,4490.0,4489.75,4489.75,19
296,20230704 08:26:00 Asia/Calcutta,4489.75,4489.75,4489.5,4489.5,41
297,20230704 08:27:00 Asia/Calcutta,4489.5,4489.75,4489.5,4489.75,12
298,20230704 08:28:00 Asia/Calcutta,4489.75,4490.0,4489.75,4489.75,6
299,20230704 08:29:00 Asia/Calcutta,4490.0,4490.0,4490.0,4490.0,69
300,20230704 08:30:00 Asia/Calcutta,4490.25,4490.25,4490.0,4490.0,22
301,20230704 08:31:00 Asia/Calcutta,4490.25,4490.25,4490.25,4490.25,32
302,20230704 08:32:00 Asia/Calcutta,4490.25,4490.25,4490.25,4490.25,14
303,20230704 08:33:00 Asia/Calcutta,4490.5,4490.5,4490.5,4490.5,37
304,20230704 08:34:00 Asia/Calcutta,4490.5,4490.5,4490.5,4490.5,1
305,20230704 08:35:00 Asia/Calcutta,4490.25,4490.5,4490.25,4490.5,101
306,20230704 08:36:00 Asia/Calcutta,4490.5,4490.5,4490.0,4490.25,51
307,20230704 08:37:00 Asia/Calcutta,4490.25,4490.25,4490.25,4490.25,10
308,20230704 08:38:00 Asia/Calcutta,4490.25,4490.25,4490.25,4490.25,22
309,20230704 08:39:00 Asia/Calcutta,4490.25,4490.25,4490.25,4490.25,0
310,20230704 08:40:00 Asia/Calcutta,4490.5,4490.5,4490.5,4490.5,27
311,20230704 08:41:00 Asia/Calcutta,4490.5,4490.5,4490.5,4490.5,9
312,20230704 08:42:00 Asia/Calcutta,4490.5,4490.5,4490.5,4490.5,0
313,20230704 08:43:00 Asia/Calcutta,4490.5,4490.75,4490.5,4490.5,76
314,20230704 08:44:00 Asia/Calcutta,4490.5,4490.5,4490.5,4490.5,23
315,20230704 08:45:00 Asia/Calcutta,4490.5,4490.5,4490.5,4490.5,19
316,20230704 08:46:00 Asia/Calcutta,4490.5,4490.75,4490.5,4490.75,2
